"原因","作物","藥劑","防治對象數","成分逐一判定","作物歸類","人工確認(是/否)","備註"
"通用列","旋花科根菜類","百克敏","1","PYRACLOSTROBIN=通用列待確認(標準有通用列:其他乾豆類(落花生、小扁豆、菜豆、大豆、葵花籽、豌豆除外)、其他堅果類(開心果除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*、其他十字花科小葉菜類(芥菜除外))","根莖菜類","",""
"通用列","旋花科根菜類","佈飛百滅寧","2","PROFENOFOS=有容許量(根莖菜類 0.05ppm) | PERMETHRIN=通用列待確認(標準有通用列:其他包葉菜類(甘藍及結球萵苣除外)、其他根莖菜類(蘆筍除外)、其他乾豆類(棉籽、葵花籽除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","根莖菜類","",""
"通用列","旋花科根菜類","芬化利","2","FENVALERATE=通用列待確認(標準有通用列:其他小漿果類(楊桃除外)、其他根莖菜類(胡蘿蔔除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","根莖菜類","",""
"通用列","旋花科根菜類","剋安勃","1","CHLORANTRANILIPROLE=通用列待確認(標準有通用列:其他十字花科包葉菜類(甘藍、青花菜除外)、其他小葉菜類(十字花科小葉菜類、不結球萵苣、半結球萵苣、芹菜、菠菜、葉用豌豆、白鳳菜、芳香萬壽菊、青蔥、枸杞葉、紅鳳菜、韭菜、韭菜花、韭黃、香椿、茼蒿、蒜、龍鬚菜、闊包菊除外)、其他小漿果類(草莓、黑莓、蔓越莓、藍莓、覆盆子、葡萄除外)、其他瓜果類(洋香瓜、香瓜除外)、其他瓜菜類(胡瓜除外)、其他果菜類(甜椒、番茄、辣椒除外)、其他根莖菜類(胡蘿蔔、豆薯、狗尾草根、闊葉大豆根、蘿蔔除外)、其他堅果類(杏仁、美洲胡桃除外)、其他梨果類(李、杏、油桃、桃、梅、梨、蘋果、櫻桃除外)、其他麥類(大麥、小麥除外)、其他雜糧類(高粱除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","根莖菜類","",""
"通用列","旋花科根菜類","氟比拔克","1","FLUOPICOLIDE=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*、其他(茶類)*) | PROPAMOCARB HYDROCHLORIDE=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","根莖菜類","",""
"通用列","旋花科根菜類","益達胺","1","IMIDACLOPRID=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、蒜、蕗蕎及芹菜除外)、其他包葉菜類(結球萵苣除外)、其他豆菜類(毛豆除外)、其他果菜類(甜椒、金針除外)、其他核果類(橄欖除外)、其他根莖菜類(茭白筍、蓮藕、山藥、洋蔥、紅蔥頭、馬鈴薯、黑皮波羅門參、牛蒡、百合鱗莖、竹筍、芋頭、豆薯除外)、其他乾豆類(油菜籽、葵花籽、蓮子、落花生、大豆、芝麻除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","根莖菜類","",""
"通用列","旋花科根菜類","達滅芬","1","DIMETHOMORPH=通用列待確認(標準有通用列:其他小漿果類(草莓、葡萄及蓮霧除外)、其他瓜果類(西瓜、洋香瓜、香瓜除外)、其他瓜菜類(小黃瓜、胡瓜除外)、其他果菜類(番茄、枸杞、茄子、甜椒、辣椒除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","根莖菜類","",""
"通用列","旋花科根菜類","賽滅寧","1","CYPERMETHRIN=通用列待確認(標準有通用列:其他包葉菜類(結球萵苣、甘藍、青花菜除外)、其他根莖菜類(豆薯、狗尾草根、洋蔥、甜菜根、闊葉大豆根、蘆筍除外)、其他麥類(大麥、小麥、黑麥、燕麥除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","根莖菜類","",""
"通用列","梅","三氟派瑞","1","FLUOPYRAM=通用列待確認(標準有通用列:其他乾豆類(落花生、豇豆、油菜籽除外)、其他梨果類(桃、櫻桃除外)) | TRIFLOXYSTROBIN=有容許量(梅 3ppm)","MRL 同名+梨果類","",""
"通用列","梅","克收欣","2","KRESOXIM-METHYL=通用列待確認(標準有通用列:其他小漿果類(草莓、番石榴除外)、其他梨果類(柿除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+梨果類","",""
"通用列","梅","芬瑞莫","1","FENARIMOL=通用列待確認(標準有通用列:其他梨果類(櫻桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+梨果類","",""
"通用列","梅","待克利","1","DIFENOCONAZOLE=通用列待確認(標準有通用列:其他十字花科包葉菜類(甘藍、抱子甘藍、花椰菜除外)、其他梨果類(柿、桃、梨、櫻桃、蘋果除外)、其他堅果類(杏仁、美洲湖桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+梨果類","",""
"通用列","梅","賽洛寧","2","LAMBDA-CYHALOTHRIN=通用列待確認(經對照總表(中文通用名→Cyhalothrin);標準有通用列:其他小葉菜類(蒜除外)、其他核果類(荔枝除外)、其他根莖菜類(山藥、牛蒡、甘藷、芋頭、豆薯、洋蔥、胡蘿蔔、百合鱗莖、紅蔥頭、馬鈴薯、黑皮波羅門參、蒜頭、樹薯、蕎頭、狗尾草根、闊葉大豆根及蘆筍除外)、其他堅果類(胡桃、榛果除外)、其他梨果類(柿除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+梨果類","",""
"通用列","梅","邁克尼","1","MYCLOBUTANIL=通用列待確認(標準有通用列:其他小漿果類(葡萄除外)、其他梨果類(李、油桃、桃、櫻桃及梨除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+梨果類","",""
"近似作物名","梨","三氟派瑞","1","FLUOPYRAM=近似作物名待確認(標準有近似名:其他梨果類(桃、櫻桃除外)、酪梨) | TRIFLOXYSTROBIN=有容許量(梨 0.5ppm)","MRL 同名+梨果類","",""
"近似作物名","梨","百利普芬","1","PYRIPROXYFEN=近似作物名待確認(標準有近似名:其他梨果類(櫻桃除外))","MRL 同名+梨果類","",""
"近似作物名","梨","克收欣","2","KRESOXIM-METHYL=近似作物名待確認(標準有近似名:其他梨果類(柿除外))","MRL 同名+梨果類","",""
"近似作物名","梨","免賴得","1","BENOMYL=近似作物名待確認(經對照總表(法規原文→貝芬替);標準有近似名:其他梨果類(印度棗及櫻桃除外))","MRL 同名+梨果類","",""
"近似作物名","梨","貝芬四克利","1","CARBENDAZIM=近似作物名待確認(標準有近似名:其他梨果類(印度棗及櫻桃除外)) | TETRACONAZOLE=有容許量(梨 0.5ppm)","MRL 同名+梨果類","",""
"近似作物名","梨","貝芬同","1","CARBENDAZIM=近似作物名待確認(標準有近似名:其他梨果類(印度棗及櫻桃除外)) | IPRODIONE=有容許量(梨果類 5ppm)","MRL 同名+梨果類","",""
"近似作物名","梨","貝芬菲克利","2","CARBENDAZIM=近似作物名待確認(標準有近似名:其他梨果類(印度棗及櫻桃除外)) | HEXACONAZOLE=近似作物名待確認(標準有近似名:其他梨果類(印度棗除外))","MRL 同名+梨果類","",""
"通用列","梨","亞賜圃","1","ISOPROTHIOLANE=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+梨果類","",""
"近似作物名","梨","芬普寧","1","FENPROPATHRIN=近似作物名待確認(標準有近似名:其他梨果類﹙李、油桃、桃、蘋果及櫻桃除外﹚)","MRL 同名+梨果類","",""
"近似作物名","梨","芬瑞莫","3","FENARIMOL=近似作物名待確認(標準有近似名:其他梨果類(櫻桃除外))","MRL 同名+梨果類","",""
"近似作物名","梨","氟殺克敏","1","FLUXAPYROXAD=近似作物名待確認(標準有近似名:其他梨果類(李、杏、油桃、桃、梅、櫻桃除外)) | PYRACLOSTROBIN=有容許量(梨 1ppm)","MRL 同名+梨果類","",""
"近似作物名","梨","益收生長素","1","ETHEPHON=近似作物名待確認(標準有近似名:其他梨果類(櫻桃除外))","MRL 同名+梨果類","",""
"近似作物名","梨","菲克利","2","HEXACONAZOLE=近似作物名待確認(標準有近似名:其他梨果類(印度棗除外))","MRL 同名+梨果類","",""
"近似作物名","梨","菲克利腐絕","1","HEXACONAZOLE=近似作物名待確認(標準有近似名:其他梨果類(印度棗除外)) | THIABENDAZOLE=有容許量(梨果類 5ppm)","MRL 同名+梨果類","",""
"近似作物名","梨","嘉賜貝芬","1","KASUGAMYCIN=有容許量(梨 0.2ppm) | CARBENDAZIM=近似作物名待確認(標準有近似名:其他梨果類(印度棗及櫻桃除外))","MRL 同名+梨果類","",""
"近似作物名","梨","撲滅寧","1","PROCYMIDONE=近似作物名待確認(標準有近似名:其他梨果類(柿除外))","MRL 同名+梨果類","",""
"近似作物名","梨","賽洛寧","3","LAMBDA-CYHALOTHRIN=近似作物名待確認(經對照總表(中文通用名→Cyhalothrin);標準有近似名:其他梨果類(柿除外)、酪梨)","MRL 同名+梨果類","",""
"近似作物名","梨果類","克收欣","2","KRESOXIM-METHYL=近似作物名待確認(標準有近似名:其他梨果類(柿除外))","MRL 同名+梨果類","",""
"近似作物名","梨果類","芬普寧","1","FENPROPATHRIN=近似作物名待確認(標準有近似名:其他梨果類﹙李、油桃、桃、蘋果及櫻桃除外﹚)","MRL 同名+梨果類","",""
"近似作物名","梨果類","芬瑞莫","2","FENARIMOL=近似作物名待確認(標準有近似名:其他梨果類(櫻桃除外))","MRL 同名+梨果類","",""
"近似作物名","梨果類","第滅寧","1","DELTAMETHRIN=近似作物名待確認(標準有近似名:其他梨果類(桃除外))","MRL 同名+梨果類","",""
"近似作物名","梨果類","撲滅寧","1","PROCYMIDONE=近似作物名待確認(標準有近似名:其他梨果類(柿除外))","MRL 同名+梨果類","",""
"近似作物名","梨果類","賽洛寧","3","LAMBDA-CYHALOTHRIN=近似作物名待確認(經對照總表(中文通用名→Cyhalothrin);標準有近似名:其他梨果類(柿除外))","MRL 同名+梨果類","",""
"近似作物名","梨果類","賽普洛","2","CYPRODINIL=近似作物名待確認(標準有近似名:其他梨果類(李、杏、油桃、櫻桃、梨、柿除外)、梨)","MRL 同名+梨果類","",""
"通用列","甜椒","畢芬寧","5","BIFENTHRIN=通用列待確認(標準有通用列:其他小漿果類(草莓除外)、其他果菜類(金針、洛神葵除外)、其他根莖菜類(山藥除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+果菜類","",""
"通用列","莧科小葉菜類","亞托敏","2","AZOXYSTROBIN=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、芹菜、青蔥、蒜及茼蒿除外)、其他小漿果類(藍莓、覆盆子除外)、其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、萊豆、菜豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、其他果菜類(枸杞、茄子、甜椒、番茄、辣椒除外)、其他根莖菜類(芋頭、洋蔥、馬鈴薯、甜菜根、人參(鮮)、牛蒡、豆薯、百合鱗莖、紅蔥頭、黑皮波羅門參、蕎頭、薑、蘆筍除外)、其他草木本植物(火龍果花、菊花除外)、其他堅果類(杏仁、開心果除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","小葉菜類","",""
"通用列","莧科小葉菜類","賽滅淨","1","CYROMAZINE=通用列待確認(標準有通用列:其他小葉菜類(?結球萵苣、半結球萵苣、芹菜、青蔥、菠菜、茼蒿除外)、其他豆菜類(萊豆除外)、其他包葉菜類(結球萵苣除外)、其他果菜類(甜椒、茄子、枸杞、番茄、辣椒除外))","小葉菜類","",""
"通用列","莧菜","克凡派","3","CHLORFENAPYR=通用列待確認(標準有通用列:其他瓜果類(洋香瓜除外)、其他小葉菜類(韭菜、茼蒿、菠菜、葉用豌豆除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","莧菜","亞托敏","1","AZOXYSTROBIN=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、芹菜、青蔥、蒜及茼蒿除外)、其他小漿果類(藍莓、覆盆子除外)、其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、萊豆、菜豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、其他果菜類(枸杞、茄子、甜椒、番茄、辣椒除外)、其他根莖菜類(芋頭、洋蔥、馬鈴薯、甜菜根、人參(鮮)、牛蒡、豆薯、百合鱗莖、紅蔥頭、黑皮波羅門參、蕎頭、薑、蘆筍除外)、其他草木本植物(火龍果花、菊花除外)、其他堅果類(杏仁、開心果除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","莧菜","剋安勃","1","CHLORANTRANILIPROLE=通用列待確認(標準有通用列:其他十字花科包葉菜類(甘藍、青花菜除外)、其他小葉菜類(十字花科小葉菜類、不結球萵苣、半結球萵苣、芹菜、菠菜、葉用豌豆、白鳳菜、芳香萬壽菊、青蔥、枸杞葉、紅鳳菜、韭菜、韭菜花、韭黃、香椿、茼蒿、蒜、龍鬚菜、闊包菊除外)、其他小漿果類(草莓、黑莓、蔓越莓、藍莓、覆盆子、葡萄除外)、其他瓜果類(洋香瓜、香瓜除外)、其他瓜菜類(胡瓜除外)、其他果菜類(甜椒、番茄、辣椒除外)、其他根莖菜類(胡蘿蔔、豆薯、狗尾草根、闊葉大豆根、蘿蔔除外)、其他堅果類(杏仁、美洲胡桃除外)、其他梨果類(李、杏、油桃、桃、梅、梨、蘋果、櫻桃除外)、其他麥類(大麥、小麥除外)、其他雜糧類(高粱除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","莧菜","硫敵克","1","THIODICARB=通用列待確認(標準有通用列:其他小葉菜類(芹菜除外)、其他包葉菜類(甘藍、青花菜及結球萵苣除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","莧菜","福賽得","1","FOSETYL-AL=通用列待確認(標準有通用列:其他小葉菜類(不結球萵苣、半結球萵苣、羽衣甘藍及蕹菜除外)、其他小漿果類(草莓除外))","MRL 同名+小葉菜類","",""
"通用列","莧菜","賽洛寧","1","LAMBDA-CYHALOTHRIN=通用列待確認(經對照總表(中文通用名→Cyhalothrin);標準有通用列:其他小葉菜類(蒜除外)、其他核果類(荔枝除外)、其他根莖菜類(山藥、牛蒡、甘藷、芋頭、豆薯、洋蔥、胡蘿蔔、百合鱗莖、紅蔥頭、馬鈴薯、黑皮波羅門參、蒜頭、樹薯、蕎頭、狗尾草根、闊葉大豆根及蘆筍除外)、其他堅果類(胡桃、榛果除外)、其他梨果類(柿除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","莧菜","賽速安","1","THIAMETHOXAM=通用列待確認(標準有通用列:其他小葉菜類(不結球萵苣、半結球萵苣除外)、其他小漿果類(番石榴、葡萄除外)、其他豆菜類(刀豆、毛豆、花豆、扁豆、豇豆、菜豆、萊豆、豌豆、樹豆、翼豆、蠶豆、鷹嘴豆除外)、其他果菜類(番茄除外)、其他柑桔類(葡萄柚、檸檬除外)、其他梨果類(李、杏、油桃、柿、桃、梅、梨、蘋果、櫻桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","莧菜","賽速安勃","3","THIAMETHOXAM=通用列待確認(標準有通用列:其他小葉菜類(不結球萵苣、半結球萵苣除外)、其他小漿果類(番石榴、葡萄除外)、其他豆菜類(刀豆、毛豆、花豆、扁豆、豇豆、菜豆、萊豆、豌豆、樹豆、翼豆、蠶豆、鷹嘴豆除外)、其他果菜類(番茄除外)、其他柑桔類(葡萄柚、檸檬除外)、其他梨果類(李、杏、油桃、柿、桃、梅、梨、蘋果、櫻桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*) | CHLORANTRANILIPROLE=通用列待確認(標準有通用列:其他十字花科包葉菜類(甘藍、青花菜除外)、其他小葉菜類(十字花科小葉菜類、不結球萵苣、半結球萵苣、芹菜、菠菜、葉用豌豆、白鳳菜、芳香萬壽菊、青蔥、枸杞葉、紅鳳菜、韭菜、韭菜花、韭黃、香椿、茼蒿、蒜、龍鬚菜、闊包菊除外)、其他小漿果類(草莓、黑莓、蔓越莓、藍莓、覆盆子、葡萄除外)、其他瓜果類(洋香瓜、香瓜除外)、其他瓜菜類(胡瓜除外)、其他果菜類(甜椒、番茄、辣椒除外)、其他根莖菜類(胡蘿蔔、豆薯、狗尾草根、闊葉大豆根、蘿蔔除外)、其他堅果類(杏仁、美洲胡桃除外)、其他梨果類(李、杏、油桃、桃、梅、梨、蘋果、櫻桃除外)、其他麥類(大麥、小麥除外)、其他雜糧類(高粱除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","野茄","畢芬寧","3","BIFENTHRIN=通用列待確認(標準有通用列:其他小漿果類(草莓除外)、其他果菜類(金針、洛神葵除外)、其他根莖菜類(山藥除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+果菜類","",""
"通用列","棉","三落松","3","TRIAZOPHOS=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","乾豆類","",""
"通用列","棉","佈飛松","1","PROFENOFOS=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","乾豆類","",""
"通用列","棉","毆殺松","1","ACEPHATE=通用列待確認(標準有通用列:其他小葉菜類(芹菜除外)、其他包葉菜類(結球萵苣除外)、其他果菜類(甜椒除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","乾豆類","",""
"近似作物名","棗","克凡派","4","CHLORFENAPYR=近似作物名待確認(標準有近似名:印度棗、紅棗)","梨果類","",""
"近似作物名","棗","益達胺","2","IMIDACLOPRID=近似作物名待確認(標準有近似名:印度棗、紅棗)","梨果類","",""
"通用列","無花果","凡殺克絕","1","FAMOXADONE=有容許量(無花果 2ppm) | CYMOXANIL=通用列待確認(標準有通用列:其他小漿果類(草莓除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小漿果類","",""
"通用列","無花果","甲基多保淨","1","THIOPHANATE-METHYL=通用列待確認(經對照總表(法規原文→貝芬替);標準有通用列:其他小漿果類(草莓及葡萄除外)、其他果菜類(洛神葵除外)、其他柑桔類(檸檬除外)、其他香辛植物(果實)(胡椒除外)、其他核果類(芒果除外)、其他乾豆類(油菜籽、落花生、大豆除外)、其他堅果類(澳洲胡桃除外)、其他梨果類(印度棗及櫻桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小漿果類","",""
"通用列","無花果","克收欣","1","KRESOXIM-METHYL=通用列待確認(標準有通用列:其他小漿果類(草莓、番石榴除外)、其他梨果類(柿除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小漿果類","",""
"通用列","無花果","免得爛","1","METIRAM=通用列待確認(經對照總表(法規原文→二硫代胺基甲酸鹽類);標準有通用列:其他小漿果類(草莓除外))","MRL 同名+小漿果類","",""
"通用列","無花果","亞托敏","1","AZOXYSTROBIN=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、芹菜、青蔥、蒜及茼蒿除外)、其他小漿果類(藍莓、覆盆子除外)、其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、萊豆、菜豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、其他果菜類(枸杞、茄子、甜椒、番茄、辣椒除外)、其他根莖菜類(芋頭、洋蔥、馬鈴薯、甜菜根、人參(鮮)、牛蒡、豆薯、百合鱗莖、紅蔥頭、黑皮波羅門參、蕎頭、薑、蘆筍除外)、其他草木本植物(火龍果花、菊花除外)、其他堅果類(杏仁、開心果除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小漿果類","",""
"通用列","無花果","得恩地","1","THIRAM=通用列待確認(經對照總表(法規原文→二硫代胺基甲酸鹽類);標準有通用列:其他小漿果類(草莓除外))","MRL 同名+小漿果類","",""
"通用列","無花果","達滅克敏","1","PYRACLOSTROBIN=有容許量(無花果 1ppm) | DIMETHOMORPH=通用列待確認(標準有通用列:其他小漿果類(草莓、葡萄及蓮霧除外)、其他瓜果類(西瓜、洋香瓜、香瓜除外)、其他瓜菜類(小黃瓜、胡瓜除外)、其他果菜類(番茄、枸杞、茄子、甜椒、辣椒除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小漿果類","",""
"通用列","無花果","福賽快得寧","1","FOSETYL-AL=通用列待確認(標準有通用列:其他小葉菜類(不結球萵苣、半結球萵苣、羽衣甘藍及蕹菜除外)、其他小漿果類(草莓除外)) | OXINE-COPPER=有容許量(小漿果類 2ppm)","MRL 同名+小漿果類","",""
"通用列","無花果","銅滅達樂","1","COPPER OXYCHLORIDE=免訂(列於免訂容許量清單) | METALAXYL=通用列待確認(標準有通用列:其他小葉菜類(不結球萵苣、半結球萵苣、芹菜、青蔥及菠菜除外)、其他小漿果類(草莓、葡萄、蔓越莓及藍莓除外)、其他果菜類(甜椒除外)、其他根莖菜類(洋蔥、胡蘿蔔、馬鈴薯、甜菜根及蘿蔔除外))","MRL 同名+小漿果類","",""
"通用列","無花果","鋅錳乃浦","1","MANCOZEB=通用列待確認(經對照總表(法規原文→二硫代胺基甲酸鹽類);標準有通用列:其他小漿果類(草莓除外))","MRL 同名+小漿果類","",""
"通用列","番石榴","凡殺克絕","1","FAMOXADONE=有容許量(番石榴 2ppm) | CYMOXANIL=通用列待確認(標準有通用列:其他小漿果類(草莓除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小漿果類","",""
"通用列","番石榴","甲基多保淨","1","THIOPHANATE-METHYL=通用列待確認(經對照總表(法規原文→貝芬替);標準有通用列:其他小漿果類(草莓及葡萄除外)、其他果菜類(洛神葵除外)、其他柑桔類(檸檬除外)、其他香辛植物(果實)(胡椒除外)、其他核果類(芒果除外)、其他乾豆類(油菜籽、落花生、大豆除外)、其他堅果類(澳洲胡桃除外)、其他梨果類(印度棗及櫻桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小漿果類","",""
"通用列","番石榴","免得爛","1","METIRAM=通用列待確認(經對照總表(法規原文→二硫代胺基甲酸鹽類);標準有通用列:其他小漿果類(草莓除外))","MRL 同名+小漿果類","",""
"通用列","番石榴","亞托敏","1","AZOXYSTROBIN=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、芹菜、青蔥、蒜及茼蒿除外)、其他小漿果類(藍莓、覆盆子除外)、其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、萊豆、菜豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、其他果菜類(枸杞、茄子、甜椒、番茄、辣椒除外)、其他根莖菜類(芋頭、洋蔥、馬鈴薯、甜菜根、人參(鮮)、牛蒡、豆薯、百合鱗莖、紅蔥頭、黑皮波羅門參、蕎頭、薑、蘆筍除外)、其他草木本植物(火龍果花、菊花除外)、其他堅果類(杏仁、開心果除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小漿果類","",""
"通用列","番石榴","固殺草","1","GLUFOSINATE-AMMONIUM=通用列待確認(標準有通用列:其他梨果類(柿除外)、其他小漿果類(蓮霧除外))","MRL 同名+小漿果類","",""
"通用列","番石榴","得恩地","1","THIRAM=通用列待確認(經對照總表(法規原文→二硫代胺基甲酸鹽類);標準有通用列:其他小漿果類(草莓除外))","MRL 同名+小漿果類","",""
"通用列","番石榴","畢芬寧","1","BIFENTHRIN=通用列待確認(標準有通用列:其他小漿果類(草莓除外)、其他果菜類(金針、洛神葵除外)、其他根莖菜類(山藥除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小漿果類","",""
"通用列","番石榴","達滅克敏","1","PYRACLOSTROBIN=有容許量(番石榴 1ppm) | DIMETHOMORPH=通用列待確認(標準有通用列:其他小漿果類(草莓、葡萄及蓮霧除外)、其他瓜果類(西瓜、洋香瓜、香瓜除外)、其他瓜菜類(小黃瓜、胡瓜除外)、其他果菜類(番茄、枸杞、茄子、甜椒、辣椒除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小漿果類","",""
"通用列","番石榴","福賽快得寧","1","FOSETYL-AL=通用列待確認(標準有通用列:其他小葉菜類(不結球萵苣、半結球萵苣、羽衣甘藍及蕹菜除外)、其他小漿果類(草莓除外)) | OXINE-COPPER=有容許量(小漿果類 2ppm)","MRL 同名+小漿果類","",""
"通用列","番石榴","鋅錳乃浦","1","MANCOZEB=通用列待確認(經對照總表(法規原文→二硫代胺基甲酸鹽類);標準有通用列:其他小漿果類(草莓除外))","MRL 同名+小漿果類","",""
"通用列","番石榴","錳乃浦","1","MANEB=通用列待確認(經對照總表(法規原文→二硫代胺基甲酸鹽類);標準有通用列:其他小漿果類(草莓除外))","MRL 同名+小漿果類","",""
"近似作物名","番茄","馬拉松","1","MALATHION=近似作物名待確認(標準有近似名:番茄汁)","MRL 同名+果菜類","",""
"通用列","番茄","畢芬寧","5","BIFENTHRIN=通用列待確認(標準有通用列:其他小漿果類(草莓除外)、其他果菜類(金針、洛神葵除外)、其他根莖菜類(山藥除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+果菜類","",""
"通用列","番茄","第滅寧","1","DELTAMETHRIN=通用列待確認(標準有通用列:其他根莖菜類(牛蒡、竹筍、洋蔥、胡蘿蔔、黑皮波羅門參、蘿蔔除外)、其他雜糧類(高粱除外)、其他果菜類(金針除外)、其他核果類(橄欖除外)、其他梨果類(桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+果菜類","",""
"通用列","番茄","鋅錳滅達樂","1","MANCOZEB=查無對應(標準與免訂清單皆無此成分(法規狀態未定,已去函食藥署)) | METALAXYL=通用列待確認(標準有通用列:其他小葉菜類(不結球萵苣、半結球萵苣、芹菜、青蔥及菠菜除外)、其他小漿果類(草莓、葡萄、蔓越莓及藍莓除外)、其他果菜類(甜椒除外)、其他根莖菜類(洋蔥、胡蘿蔔、馬鈴薯、甜菜根及蘿蔔除外))","MRL 同名+果菜類","",""
"通用列","紫蘇","克凡派","1","CHLORFENAPYR=通用列待確認(標準有通用列:其他瓜果類(洋香瓜除外)、其他小葉菜類(韭菜、茼蒿、菠菜、葉用豌豆除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","紫蘇","亞托敏","1","AZOXYSTROBIN=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、芹菜、青蔥、蒜及茼蒿除外)、其他小漿果類(藍莓、覆盆子除外)、其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、萊豆、菜豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、其他果菜類(枸杞、茄子、甜椒、番茄、辣椒除外)、其他根莖菜類(芋頭、洋蔥、馬鈴薯、甜菜根、人參(鮮)、牛蒡、豆薯、百合鱗莖、紅蔥頭、黑皮波羅門參、蕎頭、薑、蘆筍除外)、其他草木本植物(火龍果花、菊花除外)、其他堅果類(杏仁、開心果除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
